"fip","label","respop72015"
18155,"Switzerland County, Indiana",10524
18157,"Tippecanoe County, Indiana",185826
18159,"Tipton County, Indiana",15267
18161,"Union County, Indiana",7182
18163,"Vanderburgh County, Indiana",181877
18165,"Vermillion County, Indiana",15692
18167,"Vigo County, Indiana",107896
18169,"Wabash County, Indiana",32138
18171,"Warren County, Indiana",8269
18173,"Warrick County, Indiana",61897
18175,"Washington County, Indiana",27827
18177,"Wayne County, Indiana",67001
18179,"Wells County, Indiana",27964
18181,"White County, Indiana",24293
18183,"Whitley County, Indiana",33406
19001,"Adair County, Iowa",7228
19003,"Adams County, Iowa",3796
19005,"Allamakee County, Iowa",13886
19007,"Appanoose County, Iowa",12529
19009,"Audubon County, Iowa",5773
19011,"Benton County, Iowa",25658
19013,"Black Hawk County, Iowa",133455
19015,"Boone County, Iowa",26643
19017,"Bremer County, Iowa",24722
19019,"Buchanan County, Iowa",21062
19021,"Buena Vista County, Iowa",20493
19023,"Butler County, Iowa",14915
19025,"Calhoun County, Iowa",9818
19027,"Carroll County, Iowa",20498
19029,"Cass County, Iowa",13427
19031,"Cedar County, Iowa",18340
19033,"Cerro Gordo County, Iowa",43017
19035,"Cherokee County, Iowa",11574
19037,"Chickasaw County, Iowa",12097
19039,"Clarke County, Iowa",9259
19041,"Clay County, Iowa",16507
19043,"Clayton County, Iowa",17644
19045,"Clinton County, Iowa",47768
19047,"Crawford County, Iowa",17094
19049,"Dallas County, Iowa",80133
19051,"Davis County, Iowa",8769
19053,"Decatur County, Iowa",8220
19055,"Delaware County, Iowa",17403
19057,"Des Moines County, Iowa",40055
19059,"Dickinson County, Iowa",17111
19061,"Dubuque County, Iowa",97125
19063,"Emmet County, Iowa",9769
19065,"Fayette County, Iowa",20257
19067,"Floyd County, Iowa",15960
19069,"Franklin County, Iowa",10295
19071,"Fremont County, Iowa",6906
19073,"Greene County, Iowa",9027
19075,"Grundy County, Iowa",12435
19077,"Guthrie County, Iowa",10676
19079,"Hamilton County, Iowa",15190
19081,"Hancock County, Iowa",10974
19083,"Hardin County, Iowa",17367
19085,"Harrison County, Iowa",14265
19087,"Henry County, Iowa",19950
19089,"Howard County, Iowa",9410
19091,"Humboldt County, Iowa",9555
19093,"Ida County, Iowa",7028
19095,"Iowa County, Iowa",16401
19097,"Jackson County, Iowa",19444
19099,"Jasper County, Iowa",36827
19101,"Jefferson County, Iowa",17555
19103,"Johnson County, Iowa",144251
19105,"Jones County, Iowa",20466
19107,"Keokuk County, Iowa",10163
19109,"Kossuth County, Iowa",15165
19111,"Lee County, Iowa",35089
19113,"Linn County, Iowa",219916
19115,"Louisa County, Iowa",11185
19117,"Lucas County, Iowa",8682
19119,"Lyon County, Iowa",11745
19121,"Madison County, Iowa",15753
19123,"Mahaska County, Iowa",22324
19125,"Marion County, Iowa",33294
19127,"Marshall County, Iowa",40746
19129,"Mills County, Iowa",14844
19131,"Mitchell County, Iowa",10832
19133,"Monona County, Iowa",8979
19135,"Monroe County, Iowa",7973
19137,"Montgomery County, Iowa",10234
19139,"Muscatine County, Iowa",43011
19141,"O'Brien County, Iowa",13984
19143,"Osceola County, Iowa",6154
19145,"Page County, Iowa",15527
19147,"Palo Alto County, Iowa",9133
19149,"Plymouth County, Iowa",24800
19151,"Pocahontas County, Iowa",7008
19153,"Polk County, Iowa",467711
19155,"Pottawattamie County, Iowa",93671
19157,"Poweshiek County, Iowa",18550
19159,"Ringgold County, Iowa",5068
19161,"Sac County, Iowa",10021
19163,"Scott County, Iowa",172126
19165,"Shelby County, Iowa",11927
19167,"Sioux County, Iowa",34937
19169,"Story County, Iowa",96021
19171,"Tama County, Iowa",17337
19173,"Taylor County, Iowa",6205
19175,"Union County, Iowa",12469
19177,"Van Buren County, Iowa",7344
19179,"Wapello County, Iowa",35173
19181,"Warren County, Iowa",48626
19183,"Washington County, Iowa",22247
19185,"Wayne County, Iowa",6385
19187,"Webster County, Iowa",37071
19189,"Winnebago County, Iowa",10609
19191,"Winneshiek County, Iowa",20709
19193,"Woodbury County, Iowa",102782
19195,"Worth County, Iowa",7569
19197,"Wright County, Iowa",12773
20001,"Allen County, Kansas",12717
20003,"Anderson County, Kansas",7808
20005,"Atchison County, Kansas",16398
20007,"Barber County, Kansas",4823
20009,"Barton County, Kansas",27103
20011,"Bourbon County, Kansas",14712
20013,"Brown County, Kansas",9776
20015,"Butler County, Kansas",66741
20017,"Chase County, Kansas",2679
20019,"Chautauqua County, Kansas",3402
20021,"Cherokee County, Kansas",20533
20023,"Cheyenne County, Kansas",2679
20025,"Clark County, Kansas",2096
20027,"Clay County, Kansas",8347
20029,"Cloud County, Kansas",9219
20031,"Coffey County, Kansas",8384
20033,"Comanche County, Kansas",1843
20035,"Cowley County, Kansas",35788
20037,"Crawford County, Kansas",39217
20039,"Decatur County, Kansas",2932
20041,"Dickinson County, Kansas",19303
20043,"Doniphan County, Kansas",7797
20045,"Douglas County, Kansas",118053
20047,"Edwards County, Kansas",2968
20049,"Elk County, Kansas",2605
20051,"Ellis County, Kansas",29029
20053,"Ellsworth County, Kansas",6343
20055,"Finney County, Kansas",37118
20057,"Ford County, Kansas",34536
20059,"Franklin County, Kansas",25609
20061,"Geary County, Kansas",37030
20063,"Gove County, Kansas",2640
20065,"Graham County, Kansas",2591
20067,"Grant County, Kansas",7733
20069,"Gray County, Kansas",6133
20071,"Greeley County, Kansas",1330
20073,"Greenwood County, Kansas",6244
20075,"Hamilton County, Kansas",2474
20077,"Harper County, Kansas",5817
20079,"Harvey County, Kansas",35073
20081,"Haskell County, Kansas",4064
20083,"Hodgeman County, Kansas",1893
20085,"Jackson County, Kansas",13338
20087,"Jefferson County, Kansas",18930
20089,"Jewell County, Kansas",2970
20091,"Johnson County, Kansas",580159
20093,"Kearny County, Kansas",3956
20095,"Kingman County, Kansas",7687
20097,"Kiowa County, Kansas",2564
20099,"Labette County, Kansas",20803
20101,"Lane County, Kansas",1670
20103,"Leavenworth County, Kansas",79315
20105,"Lincoln County, Kansas",3105
20107,"Linn County, Kansas",9536
20109,"Logan County, Kansas",2825
20111,"Lyon County, Kansas",33339
20113,"McPherson County, Kansas",28941
20115,"Marion County, Kansas",12103
20117,"Marshall County, Kansas",9936
20119,"Meade County, Kansas",4330
20121,"Miami County, Kansas",32553
20123,"Mitchell County, Kansas",6282
20125,"Montgomery County, Kansas",33314
20127,"Morris County, Kansas",5645
20129,"Morton County, Kansas",3007
20131,"Nemaha County, Kansas",10227
20133,"Neosho County, Kansas",16346
20135,"Ness County, Kansas",3005
20137,"Norton County, Kansas",5550
20139,"Osage County, Kansas",15847
20141,"Osborne County, Kansas",3683
20143,"Ottawa County, Kansas",5975
20145,"Pawnee County, Kansas",6838
20147,"Phillips County, Kansas",5428
20149,"Pottawatomie County, Kansas",23298
20151,"Pratt County, Kansas",9691
20153,"Rawlins County, Kansas",2506
20155,"Reno County, Kansas",63718
20157,"Republic County, Kansas",4725
20159,"Rice County, Kansas",9977
20161,"Riley County, Kansas",75247
20163,"Rooks County, Kansas",5174
20165,"Rush County, Kansas",3130
20167,"Russell County, Kansas",7039
20169,"Saline County, Kansas",55691
20171,"Scott County, Kansas",4964
20173,"Sedgwick County, Kansas",511574
20175,"Seward County, Kansas",23152
20177,"Shawnee County, Kansas",178725
20179,"Sheridan County, Kansas",2512
20181,"Sherman County, Kansas",5983
20183,"Smith County, Kansas",3704
20185,"Stafford County, Kansas",4236
20187,"Stanton County, Kansas",2072
20189,"Stevens County, Kansas",5806
20191,"Sumner County, Kansas",23535
20193,"Thomas County, Kansas",7904
20195,"Trego County, Kansas",2927
20197,"Wabaunsee County, Kansas",6951
20199,"Wallace County, Kansas",1518
20201,"Washington County, Kansas",5598
20203,"Wichita County, Kansas",2157
20205,"Wilson County, Kansas",8856
20207,"Woodson County, Kansas",3115
20209,"Wyandotte County, Kansas",163369
21001,"Adair County, Kentucky",19027
21003,"Allen County, Kentucky",20640
21005,"Anderson County, Kentucky",21979
21007,"Ballard County, Kentucky",8212
21009,"Barren County, Kentucky",43570
21011,"Bath County, Kentucky",12228
21013,"Bell County, Kentucky",27337
21015,"Boone County, Kentucky",127712
21017,"Bourbon County, Kentucky",20116
21019,"Boyd County, Kentucky",48325
21021,"Boyle County, Kentucky",29809
21023,"Bracken County, Kentucky",8321
21025,"Breathitt County, Kentucky",13484
21027,"Breckinridge County, Kentucky",20018
21029,"Bullitt County, Kentucky",78702
21031,"Butler County, Kentucky",12938
21033,"Caldwell County, Kentucky",12681
21035,"Calloway County, Kentucky",38343
21037,"Campbell County, Kentucky",92066
21039,"Carlisle County, Kentucky",4874
21041,"Carroll County, Kentucky",10699
21043,"Carter County, Kentucky",27158
21045,"Casey County, Kentucky",15808
21047,"Christian County, Kentucky",73309
21049,"Clark County, Kentucky",35757
21051,"Clay County, Kentucky",21013
21053,"Clinton County, Kentucky",10174
21055,"Crittenden County, Kentucky",9183
21057,"Cumberland County, Kentucky",6759
21059,"Daviess County, Kentucky",99259
21061,"Edmonson County, Kentucky",12007
21063,"Elliott County, Kentucky",7648
21065,"Estill County, Kentucky",14375
21067,"Fayette County, Kentucky",314488
21069,"Fleming County, Kentucky",14637
21071,"Floyd County, Kentucky",37756
21073,"Franklin County, Kentucky",50375
21075,"Fulton County, Kentucky",6238
21077,"Gallatin County, Kentucky",8636
21079,"Garrard County, Kentucky",17237
21081,"Grant County, Kentucky",24757
21083,"Graves County, Kentucky",37421
21085,"Grayson County, Kentucky",26221
21087,"Green County, Kentucky",11010
21089,"Greenup County, Kentucky",36068
21091,"Hancock County, Kentucky",8692
21093,"Hardin County, Kentucky",106439
21095,"Harlan County, Kentucky",27703
21097,"Harrison County, Kentucky",18763
21099,"Hart County, Kentucky",18454
21101,"Henderson County, Kentucky",46407
21103,"Henry County, Kentucky",15620
21105,"Hickman County, Kentucky",4612
21107,"Hopkins County, Kentucky",46222
21109,"Jackson County, Kentucky",13352
21111,"Jefferson County, Kentucky",763623
21113,"Jessamine County, Kentucky",51961
21115,"Johnson County, Kentucky",23175
21117,"Kenton County, Kentucky",165012
21119,"Knott County, Kentucky",15693
21121,"Knox County, Kentucky",31730
21123,"Larue County, Kentucky",14241
21125,"Laurel County, Kentucky",60094
21127,"Lawrence County, Kentucky",15745
21129,"Lee County, Kentucky",6752
21131,"Leslie County, Kentucky",10711
21133,"Letcher County, Kentucky",23123
21135,"Lewis County, Kentucky",13682
21137,"Lincoln County, Kentucky",24463
21139,"Livingston County, Kentucky",9316
21141,"Logan County, Kentucky",26910
21143,"Lyon County, Kentucky",8306
21145,"McCracken County, Kentucky",65018
21147,"McCreary County, Kentucky",17878
21149,"McLean County, Kentucky",9512
21151,"Madison County, Kentucky",87824
21153,"Magoffin County, Kentucky",12808
21155,"Marion County, Kentucky",19365
21157,"Marshall County, Kentucky",31101
21159,"Martin County, Kentucky",12307
21161,"Mason County, Kentucky",17099
21163,"Meade County, Kentucky",27924
21165,"Menifee County, Kentucky",6358
21167,"Mercer County, Kentucky",21407
21169,"Metcalfe County, Kentucky",9909
21171,"Monroe County, Kentucky",10667
21173,"Montgomery County, Kentucky",27608
21175,"Morgan County, Kentucky",13275
21177,"Muhlenberg County, Kentucky",31183
21179,"Nelson County, Kentucky",45126
21181,"Nicholas County, Kentucky",7131
21183,"Ohio County, Kentucky",24216
21185,"Oldham County, Kentucky",64875
21187,"Owen County, Kentucky",10730
21189,"Owsley County, Kentucky",4461
21191,"Pendleton County, Kentucky",14408
21193,"Perry County, Kentucky",27565
21195,"Pike County, Kentucky",61792
21197,"Powell County, Kentucky",12269
21199,"Pulaski County, Kentucky",63782
21201,"Robertson County, Kentucky",2138
21203,"Rockcastle County, Kentucky",16942
21205,"Rowan County, Kentucky",23892
21207,"Russell County, Kentucky",17662
21209,"Scott County, Kentucky",52420
21211,"Shelby County, Kentucky",45632
21213,"Simpson County, Kentucky",18006
21215,"Spencer County, Kentucky",17894
21217,"Taylor County, Kentucky",25420
21219,"Todd County, Kentucky",12531
21221,"Trigg County, Kentucky",14233
21223,"Trimble County, Kentucky",8769
21225,"Union County, Kentucky",15050
21227,"Warren County, Kentucky",122851
21229,"Washington County, Kentucky",12063
21231,"Wayne County, Kentucky",20464
21233,"Webster County, Kentucky",13170
21235,"Whitley County, Kentucky",36129
21237,"Wolfe County, Kentucky",7259
21239,"Woodford County, Kentucky",25793
22001,"Acadia Parish, Louisiana",62577
22003,"Allen Parish, Louisiana",25683
22005,"Ascension Parish, Louisiana",119455
22007,"Assumption Parish, Louisiana",22842
22009,"Avoyelles Parish, Louisiana",41103
22011,"Beauregard Parish, Louisiana",36462
22013,"Bienville Parish, Louisiana",13786
22015,"Bossier Parish, Louisiana",125175
22017,"Caddo Parish, Louisiana",251460
22019,"Calcasieu Parish, Louisiana",198788
22021,"Caldwell Parish, Louisiana",9993
22023,"Cameron Parish, Louisiana",6817
22025,"Catahoula Parish, Louisiana",10147
22027,"Claiborne Parish, Louisiana",16295
22029,"Concordia Parish, Louisiana",20142
22031,"De Soto Parish, Louisiana",27052
22033,"East Baton Rouge Parish, Louisiana",446753
22035,"East Carroll Parish, Louisiana",7307
22037,"East Feliciana Parish, Louisiana",19696
22039,"Evangeline Parish, Louisiana",33743
22041,"Franklin Parish, Louisiana",20410
22043,"Grant Parish, Louisiana",22343
22045,"Iberia Parish, Louisiana",74103
22047,"Iberville Parish, Louisiana",33095
22049,"Jackson Parish, Louisiana",15858
22051,"Jefferson Parish, Louisiana",436275
22053,"Jefferson Davis Parish, Louisiana",31439
22055,"Lafayette Parish, Louisiana",240098
22057,"Lafourche Parish, Louisiana",98325
22059,"LaSalle Parish, Louisiana",14974
22061,"Lincoln Parish, Louisiana",47774
22063,"Livingston Parish, Louisiana",137788
22065,"Madison Parish, Louisiana",11514
22067,"Morehouse Parish, Louisiana",26395
22069,"Natchitoches Parish, Louisiana",39179
22071,"Orleans Parish, Louisiana",389617
22073,"Ouachita Parish, Louisiana",156761
22075,"Plaquemines Parish, Louisiana",23495
22077,"Pointe Coupee Parish, Louisiana",22251
22079,"Rapides Parish, Louisiana",132141
22081,"Red River Parish, Louisiana",8593
22083,"Richland Parish, Louisiana",20523
22085,"Sabine Parish, Louisiana",24186
22087,"St. Bernard Parish, Louisiana",45408
22089,"St. Charles Parish, Louisiana",52812
22091,"St. Helena Parish, Louisiana",10567
22093,"St. James Parish, Louisiana",21567
22095,"St. John the Baptist Parish, Louisiana",43626
22097,"St. Landry Parish, Louisiana",83848
22099,"St. Martin Parish, Louisiana",53835
22101,"St. Mary Parish, Louisiana",52810
22103,"St. Tammany Parish, Louisiana",250088
22105,"Tangipahoa Parish, Louisiana",128755
22107,"Tensas Parish, Louisiana",4740
22109,"Terrebonne Parish, Louisiana",113972
22111,"Union Parish, Louisiana",22477
22113,"Vermilion Parish, Louisiana",59875
22115,"Vernon Parish, Louisiana",50803
22117,"Washington Parish, Louisiana",46371
22119,"Webster Parish, Louisiana",40021
22121,"West Baton Rouge Parish, Louisiana",25490
22123,"West Carroll Parish, Louisiana",11293
22125,"West Feliciana Parish, Louisiana",15385
22127,"Winn Parish, Louisiana",14568
23001,"Androscoggin County, Maine",107233
23003,"Aroostook County, Maine",68628
23005,"Cumberland County, Maine",289977
23007,"Franklin County, Maine",29991
23009,"Hancock County, Maine",54659
23011,"Kennebec County, Maine",119980
23013,"Knox County, Maine",39855
23015,"Lincoln County, Maine",33969
23017,"Oxford County, Maine",57202
23019,"Penobscot County, Maine",152692
23021,"Piscataquis County, Maine",16931
23023,"Sagadahoc County, Maine",35149
23025,"Somerset County, Maine",51113
23027,"Waldo County, Maine",39155
23029,"Washington County, Maine",31625
23031,"York County, Maine",201169
24001,"Allegany County, Maryland",72528
24003,"Anne Arundel County, Maryland",564195
24005,"Baltimore County, Maryland",831128
24009,"Calvert County, Maryland",90595
24011,"Caroline County, Maryland",32579
24013,"Carroll County, Maryland",167627
24015,"Cecil County, Maryland",102382
24017,"Charles County, Maryland",156118
24019,"Dorchester County, Maryland",32384
24021,"Frederick County, Maryland",245322
24023,"Garrett County, Maryland",29460
24025,"Harford County, Maryland",250290
24027,"Howard County, Maryland",313414
24029,"Kent County, Maryland",19787
24031,"Montgomery County, Maryland",1040116
24033,"Prince George's County, Maryland",909535
24035,"Queen Anne's County, Maryland",48904
24037,"St. Mary's County, Maryland",111413
24039,"Somerset County, Maryland",25768
24041,"Talbot County, Maryland",37512
24043,"Washington County, Maryland",149585
24045,"Wicomico County, Maryland",102370
24047,"Worcester County, Maryland",51540
24510,"Baltimore city, Maryland",621849
25001,"Barnstable County, Massachusetts",214333
25003,"Berkshire County, Massachusetts",127828
25005,"Bristol County, Massachusetts",556772
25007,"Dukes County, Massachusetts",17299
25009,"Essex County, Massachusetts",776043
25011,"Franklin County, Massachusetts",70601
25013,"Hampden County, Massachusetts",470690
25015,"Hampshire County, Massachusetts",161292
25017,"Middlesex County, Massachusetts",1585139
25019,"Nantucket County, Massachusetts",10925
25021,"Norfolk County, Massachusetts",696023
25023,"Plymouth County, Massachusetts",510393
25025,"Suffolk County, Massachusetts",778121
25027,"Worcester County, Massachusetts",818963
26001,"Alcona County, Michigan",10349
26003,"Alger County, Michigan",9383
26005,"Allegan County, Michigan",114625
26007,"Alpena County, Michigan",28803
26009,"Antrim County, Michigan",23154
26011,"Arenac County, Michigan",15261
26013,"Baraga County, Michigan",8575
26015,"Barry County, Michigan",59314
26017,"Bay County, Michigan",105659
26019,"Benzie County, Michigan",17457
26021,"Berrien County, Michigan",154636
26023,"Branch County, Michigan",43664
26025,"Calhoun County, Michigan",134314
26027,"Cass County, Michigan",51657
26029,"Charlevoix County, Michigan",26238
26031,"Cheboygan County, Michigan",25427
26033,"Chippewa County, Michigan",38033
26035,"Clare County, Michigan",30553
26037,"Clinton County, Michigan",77390
26039,"Crawford County, Michigan",13801
26041,"Delta County, Michigan",36377
26043,"Dickinson County, Michigan",25788
26045,"Eaton County, Michigan",108801
26047,"Emmet County, Michigan",33161
26049,"Genesee County, Michigan",410849
26051,"Gladwin County, Michigan",25164
26053,"Gogebic County, Michigan",15431
26055,"Grand Traverse County, Michigan",91636
26057,"Gratiot County, Michigan",41540
26059,"Hillsdale County, Michigan",45941
26061,"Houghton County, Michigan",36380
26063,"Huron County, Michigan",31883
26065,"Ingham County, Michigan",286085
26067,"Ionia County, Michigan",64223
26069,"Iosco County, Michigan",25345
26071,"Iron County, Michigan",11348
26073,"Isabella County, Michigan",70698
26075,"Jackson County, Michigan",159494
26077,"Kalamazoo County, Michigan",260263
26079,"Kalkaska County, Michigan",17260
26081,"Kent County, Michigan",636369
26083,"Keweenaw County, Michigan",2168
26085,"Lake County, Michigan",11424
26087,"Lapeer County, Michigan",88373
26089,"Leelanau County, Michigan",21981
26091,"Lenawee County, Michigan",98573
26093,"Livingston County, Michigan",187316
26095,"Luce County, Michigan",6415
26097,"Mackinac County, Michigan",10890
26099,"Macomb County, Michigan",864840
26101,"Manistee County, Michigan",24461
26103,"Marquette County, Michigan",67215
26105,"Mason County, Michigan",28783
26107,"Mecosta County, Michigan",43067
26109,"Menominee County, Michigan",23548
26111,"Midland County, Michigan",83632
26113,"Missaukee County, Michigan",14903
26115,"Monroe County, Michigan",149568
26117,"Montcalm County, Michigan",62945
26119,"Montmorency County, Michigan",9259
26121,"Muskegon County, Michigan",172790
26123,"Newaygo County, Michigan",47948
26125,"Oakland County, Michigan",1242304
26127,"Oceana County, Michigan",26105
26129,"Ogemaw County, Michigan",20937
26131,"Ontonagon County, Michigan",6007
26133,"Osceola County, Michigan",23058
26135,"Oscoda County, Michigan",8251
26137,"Otsego County, Michigan",24253
26139,"Ottawa County, Michigan",279955
26141,"Presque Isle County, Michigan",12841
26143,"Roscommon County, Michigan",23898
26145,"Saginaw County, Michigan",193307
26147,"St. Clair County, Michigan",159875
26149,"St. Joseph County, Michigan",61018
26151,"Sanilac County, Michigan",41475
26153,"Schoolcraft County, Michigan",8173
26155,"Shiawassee County, Michigan",68619
26157,"Tuscola County, Michigan",53777
26159,"Van Buren County, Michigan",75077
26161,"Washtenaw County, Michigan",358880
26163,"Wayne County, Michigan",1759335
26165,"Wexford County, Michigan",33003
27001,"Aitkin County, Minnesota",15702
27003,"Anoka County, Minnesota",344151
27005,"Becker County, Minnesota",33386
27007,"Beltrami County, Minnesota",45672
27009,"Benton County, Minnesota",39710
27011,"Big Stone County, Minnesota",5040
27013,"Blue Earth County, Minnesota",65787
27015,"Brown County, Minnesota",25313
27017,"Carlton County, Minnesota",35569
27019,"Carver County, Minnesota",98741
27021,"Cass County, Minnesota",28706
27023,"Chippewa County, Minnesota",12109
27025,"Chisago County, Minnesota",54293
27027,"Clay County, Minnesota",62324
27029,"Clearwater County, Minnesota",8803
27031,"Cook County, Minnesota",5194
27033,"Cottonwood County, Minnesota",11549
27035,"Crow Wing County, Minnesota",63428
27037,"Dakota County, Minnesota",414686
27039,"Dodge County, Minnesota",20364
27041,"Douglas County, Minnesota",37075
27043,"Faribault County, Minnesota",14050
27045,"Fillmore County, Minnesota",20834
27047,"Freeborn County, Minnesota",30613
27049,"Goodhue County, Minnesota",46435
27051,"Grant County, Minnesota",5903
27053,"Hennepin County, Minnesota",1223149
27055,"Houston County, Minnesota",18773
27057,"Hubbard County, Minnesota",20655
27059,"Isanti County, Minnesota",38429
27061,"Itasca County, Minnesota",45435
27063,"Jackson County, Minnesota",10079
27065,"Kanabec County, Minnesota",15837
27067,"Kandiyohi County, Minnesota",42542
27069,"Kittson County, Minnesota",4424
27071,"Koochiching County, Minnesota",12841
27073,"Lac qui Parle County, Minnesota",6856
27075,"Lake County, Minnesota",10631
27077,"Lake of the Woods County, Minnesota",3923
27079,"Le Sueur County, Minnesota",27663
27081,"Lincoln County, Minnesota",5771
27083,"Lyon County, Minnesota",25673
27085,"McLeod County, Minnesota",35932
27087,"Mahnomen County, Minnesota",5457
27089,"Marshall County, Minnesota",9423
27091,"Martin County, Minnesota",20022
27093,"Meeker County, Minnesota",23102
27095,"Mille Lacs County, Minnesota",25788
27097,"Morrison County, Minnesota",32775
27099,"Mower County, Minnesota",39116
27101,"Murray County, Minnesota",8413
27103,"Nicollet County, Minnesota",33347
27105,"Nobles County, Minnesota",21770
27107,"Norman County, Minnesota",6678
27109,"Olmsted County, Minnesota",151436
27111,"Otter Tail County, Minnesota",57716
27113,"Pennington County, Minnesota",14219
27115,"Pine County, Minnesota",29069
27117,"Pipestone County, Minnesota",9271
27119,"Polk County, Minnesota",31533
27121,"Pope County, Minnesota",11041
27123,"Ramsey County, Minnesota",538133
27125,"Red Lake County, Minnesota",4055
27127,"Redwood County, Minnesota",15471
27129,"Renville County, Minnesota",14892
27131,"Rice County, Minnesota",65400
27133,"Rock County, Minnesota",9600
27135,"Roseau County, Minnesota",15770
27137,"St. Louis County, Minnesota",200431
27139,"Scott County, Minnesota",141660
27141,"Sherburne County, Minnesota",91705
27143,"Sibley County, Minnesota",14875
27145,"Stearns County, Minnesota",154708
27147,"Steele County, Minnesota",36755
27149,"Stevens County, Minnesota",9796
27151,"Swift County, Minnesota",9340
27153,"Todd County, Minnesota",24257
27155,"Traverse County, Minnesota",3401
27157,"Wabasha County, Minnesota",21239
27159,"Wadena County, Minnesota",13875
27161,"Waseca County, Minnesota",18989
27163,"Washington County, Minnesota",251597
27165,"Watonwan County, Minnesota",10952
27167,"Wilkin County, Minnesota",6396
27169,"Winona County, Minnesota",50885
27171,"Wright County, Minnesota",131311
27173,"Yellow Medicine County, Minnesota",9875
28001,"Adams County, Mississippi",31254
28003,"Alcorn County, Mississippi",37388
28005,"Amite County, Mississippi",12574
28007,"Attala County, Mississippi",19043
28009,"Benton County, Mississippi",8182
28011,"Bolivar County, Mississippi",33322
28013,"Calhoun County, Mississippi",14717
28015,"Carroll County, Mississippi",10243
28017,"Chickasaw County, Mississippi",17328
28019,"Choctaw County, Mississippi",8299
28021,"Claiborne County, Mississippi",9150
28023,"Clarke County, Mississippi",16006
28025,"Clay County, Mississippi",20048
28027,"Coahoma County, Mississippi",24620
28029,"Copiah County, Mississippi",28773
28031,"Covington County, Mississippi",19543
28033,"DeSoto County, Mississippi",173323
28035,"Forrest County, Mississippi",75944
28037,"Franklin County, Mississippi",7743
28039,"George County, Mississippi",23373
28041,"Greene County, Mississippi",13522
28043,"Grenada County, Mississippi",21578
28045,"Hancock County, Mississippi",46420
28047,"Harrison County, Mississippi",201410
28049,"Hinds County, Mississippi",242891
28051,"Holmes County, Mississippi",18340
28053,"Humphreys County, Mississippi",8669
28055,"Issaquena County, Mississippi",1337
28057,"Itawamba County, Mississippi",23609
28059,"Jackson County, Mississippi",141425
28061,"Jasper County, Mississippi",16569
28063,"Jefferson County, Mississippi",7507
28065,"Jefferson Davis County, Mississippi",11665
28067,"Jones County, Mississippi",68215
28069,"Kemper County, Mississippi",9969
28071,"Lafayette County, Mississippi",53154
28073,"Lamar County, Mississippi",60618
28075,"Lauderdale County, Mississippi",78524
28077,"Lawrence County, Mississippi",12622
28079,"Leake County, Mississippi",22763
28081,"Lee County, Mississippi",85300
28083,"Leflore County, Mississippi",30999
28085,"Lincoln County, Mississippi",34649
28087,"Lowndes County, Mississippi",59710
28089,"Madison County, Mississippi",103465
28091,"Marion County, Mississippi",25563
28093,"Marshall County, Mississippi",35916
28095,"Monroe County, Mississippi",35827
28097,"Montgomery County, Mississippi",10152
28099,"Neshoba County, Mississippi",29463
28101,"Newton County, Mississippi",21747
28103,"Noxubee County, Mississippi",11043
28105,"Oktibbeha County, Mississippi",49800
28107,"Panola County, Mississippi",34167
28109,"Pearl River County, Mississippi",55191
28111,"Perry County, Mississippi",12277
28113,"Pike County, Mississippi",39956
28115,"Pontotoc County, Mississippi",30908
28117,"Prentiss County, Mississippi",25459
28119,"Quitman County, Mississippi",7486
28121,"Rankin County, Mississippi",149039
28123,"Scott County, Mississippi",28265
28125,"Sharkey County, Mississippi",4585
28127,"Simpson County, Mississippi",27222
28129,"Smith County, Mississippi",16059
28131,"Stone County, Mississippi",18070
28133,"Sunflower County, Mississippi",27005
28135,"Tallahatchie County, Mississippi",14588
28137,"Tate County, Mississippi",28296
28139,"Tippah County, Mississippi",22131
28141,"Tishomingo County, Mississippi",19552
28143,"Tunica County, Mississippi",10343
28145,"Union County, Mississippi",28429
28147,"Walthall County, Mississippi",14638
28149,"Warren County, Mississippi",47485
28151,"Washington County, Mississippi",48130
28153,"Wayne County, Mississippi",20566
28155,"Webster County, Mississippi",9899
28157,"Wilkinson County, Mississippi",9122
28159,"Winston County, Mississippi",18317
28161,"Yalobusha County, Mississippi",12447
28163,"Yazoo County, Mississippi",27387
29001,"Adair County, Missouri",25378
29003,"Andrew County, Missouri",17296
29005,"Atchison County, Missouri",5306
29007,"Audrain County, Missouri",26096
29009,"Barry County, Missouri",35829
29011,"Barton County, Missouri",11880
29013,"Bates County, Missouri",16446
29015,"Benton County, Missouri",18670
29017,"Bollinger County, Missouri",12182
29019,"Boone County, Missouri",174974
29021,"Buchanan County, Missouri",89100
29023,"Butler County, Missouri",42951
29025,"Caldwell County, Missouri",9014
29027,"Callaway County, Missouri",44834
29029,"Camden County, Missouri",44237
29031,"Cape Girardeau County, Missouri",78572
29033,"Carroll County, Missouri",8992
29035,"Carter County, Missouri",6263
29037,"Cass County, Missouri",101603
29039,"Cedar County, Missouri",13934
29041,"Chariton County, Missouri",7589
29043,"Christian County, Missouri",83279
29045,"Clark County, Missouri",6801
29047,"Clay County, Missouri",235637
29049,"Clinton County, Missouri",20609
29051,"Cole County, Missouri",76720
29053,"Cooper County, Missouri",17642
29055,"Crawford County, Missouri",24526
29057,"Dade County, Missouri",7595
29059,"Dallas County, Missouri",16393
29061,"Daviess County, Missouri",8253
29063,"DeKalb County, Missouri",12687
